date,total_cases,cured,total_deaths
2020-03-17,1,0,0
2020-03-18,1,0,0
2020-03-19,1,0,0
2020-03-20,1,0,0
2020-03-21,1,0,0
2020-03-22,1,0,0
2020-03-23,1,0,0
2020-03-24,1,0,0
2020-03-25,1,0,0
2020-03-26,1,0,0
2020-03-27,2,0,0
2020-03-28,2,0,0
2020-03-29,3,0,0
2020-03-30,3,1,0
2020-03-31,3,1,0
2020-04-01,3,1,0
2020-04-02,3,1,0
2020-04-03,3,1,0
2020-04-04,5,1,0
2020-04-05,6,1,0
2020-04-06,6,1,0
2020-04-07,11,1,0
2020-04-08,11,1,0
2020-04-09,13,2,0
2020-04-10,13,2,0
2020-04-11,13,2,0
2020-04-12,27,3,0
2020-04-13,27,3,0
2020-04-14,27,6,0
2020-04-15,39,7,0
2020-04-16,62,7,0
2020-04-17,81,7,0
2020-04-18,105,12,0
2020-04-19,117,12,0
2020-04-20,144,12,0
2020-04-21,187,12,0
2020-04-22,228,18,1
2020-04-23,263,18,1
2020-04-24,305,19,2
2020-04-25,342,23,2
2020-04-26,384,23,2
2020-04-27,409,26,3
2020-04-28,456,26,3
2020-04-29,483,43,4
2020-04-30,506,43,4
2020-05-01,570,63,5
2020-05-02,634,64,5
2020-05-03,710,99,5
2020-05-04,789,100,5
2020-05-05,829,101,5
2020-05-06,880,128,11
2020-05-07,935,128,11
2020-05-08,993,162,11
2020-05-09,1051,162,11
2020-05-10,1114,162,11
2020-05-11,1192,198,11
2020-05-12,1275,198,11
2020-05-13,1363,207,11
2020-05-14,1450,213,11
2020-05-15,1537,244,11
2020-05-16,1629,299,11
2020-05-17,1726,304,11
2020-05-18,1829,305,12
2020-05-19,1938,333,12
2020-05-20,2073,386,12
2020-05-21,2206,420,13
2020-05-22,2309,444,13
2020-05-23,2424,493,13
2020-05-24,2531,503,13
2020-05-25,2632,503,13
2020-05-26,2726,569,13
2020-05-27,2808,616,13
2020-05-28,2892,653,13
2020-05-29,2976,698,14
2020-05-30,3055,751,14
2020-05-31,3132,756,14
2020-06-01,3210,756,14
2020-06-02,3284,826,14
2020-06-03,3356,896,14
2020-06-04,3430,951,15
2020-06-05,3501,1007,15
2020-06-06,3576,1169,15
2020-06-07,3646,1176,15
2020-06-08,3714,1180,15
2020-06-09,3781,1310,15
2020-06-10,3844,1452,15
2020-06-11,3903,1530,15
2020-06-12,3963,1639,16
2020-06-13,4020,1640,16
2020-06-14,4073,1660,16
2020-06-15,4121,1662,16
2020-06-16,4162,1819,16
2020-06-17,4211,1941,16
2020-06-18,4256,2037,16
2020-06-19,4295,2198,16
2020-06-20,4342,2399,17
2020-06-21,4390,2453,17
2020-06-22,4435,2469,17
2020-06-23,4482,2686,17
2020-06-24,4526,2864,18
2020-06-25,4571,2903,18
2020-06-26,4614,2950,18
2020-06-27,4658,2996,19
2020-06-28,4699,3019,19
2020-06-29,4741,3041,19
2020-06-30,4785,3194,19
2020-07-01,4825,3366,19
2020-07-02,4866,3420,19
2020-07-03,4909,3556,19
2020-07-04,4954,3711,19
2020-07-05,4991,3741,19
2020-07-06,5031,3763,19
2020-07-07,5069,3920,22
2020-07-08,5106,4041,22
2020-07-09,5147,4140,22
2020-07-10,5190,4214,22
2020-07-11,5230,4313,22
2020-07-12,5267,4333,22
2020-07-13,5306,4337,22
2020-07-14,5347,4436,22
2020-07-15,5387,4544,22
2020-07-16,5431,4660,22
2020-07-17,5476,4733,22
2020-07-18,5519,4810,22
2020-07-19,5560,4819,22
2020-07-20,5598,4826,22
2020-07-21,5637,4933,24
2020-07-22,5677,5055,24
2020-07-23,5719,5095,24
2020-07-24,5760,5133,25
2020-07-25,5797,5168,25
2020-07-26,5835,5177,25
2020-07-27,5877,5185,25
2020-07-28,5916,5234,25
2020-07-29,5955,5269,27
2020-07-30,5996,5299,28
2020-07-31,6034,5344,29
2020-08-01,6071,5390,29
2020-08-02,6112,5408,29
2020-08-03,6153,5416,30
2020-08-04,6190,5456,31
2020-08-05,6229,5509,31
2020-08-06,6268,5581,31
2020-08-07,6309,5677,31
2020-08-08,6346,5741,31
2020-08-09,6386,5750,31
2020-08-10,6423,5751,31
2020-08-11,6462,5783,31
2020-08-12,6500,5829,32
2020-08-13,6542,5867,32
2020-08-14,6578,5903,32
2020-08-15,6616,5942,32
2020-08-16,6655,5945,32
2020-08-17,6695,5948,32
2020-08-18,6732,5999,32
2020-08-19,6772,6033,32
2020-08-20,6810,6059,32
2020-08-21,6847,6094,32
