time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-02-15,2,0,0,0,0,0
2020-02-16,2,0,0,0,0,0
2020-02-17,2,0,0,0,0,0
2020-02-18,2,0,0,0,0,0
2020-02-19,2,0,0,0,0,0
2020-02-20,2,0,0,0,0,0
2020-02-21,2,0,0,0,0,0
2020-02-22,2,0,0,0,0,0
2020-02-23,2,0,0,0,0,0
2020-02-24,2,0,0,0,0,0
2020-02-25,2,0,0,0,0,0
2020-02-26,2,0,0,0,0,0
2020-02-27,2,0,0,0,0,0
2020-02-28,2,0,0,0,0,0
2020-02-29,2,0,0,0,0,0
2020-03-01,2,0,0,0,0,0
2020-03-02,3,1,1,0,0,0
2020-03-03,3,0,1,0,0,0
2020-03-04,3,0,1,0,0,0
2020-03-05,7,4,5,0,0,0
2020-03-06,13,6,11,0,0,0
2020-03-07,14,1,11,0,0,1
2020-03-08,17,3,14,0,0,0
2020-03-09,20,3,17,0,0,0
2020-03-10,20,0,17,0,0,0
2020-03-11,28,8,25,0,0,0
2020-03-12,34,6,31,0,0,0
2020-03-13,45,11,37,0,0,5
2020-03-14,59,14,51,0,0,0
2020-03-15,63,4,55,0,0,0
2020-03-16,93,30,85,0,0,0
2020-03-17,114,21,106,0,0,0
2020-03-18,147,33,139,0,0,0
2020-03-19,199,52,190,1,1,0
2020-03-20,253,54,240,1,0,4
2020-03-21,306,53,289,1,0,4
2020-03-22,367,61,350,1,0,0
2020-03-23,438,71,420,1,0,1
2020-03-24,495,57,472,1,0,5
2020-03-25,658,163,626,3,2,7
2020-03-26,840,182,799,3,0,9
2020-03-27,1036,196,987,4,1,7
2020-03-28,1264,228,1211,4,0,4
2020-03-29,1534,270,1462,8,4,15
2020-03-30,1836,302,1761,9,1,2
2020-03-31,2337,501,2199,17,8,55
2020-04-01,2777,440,2563,24,7,69
2020-04-02,3548,771,3283,30,6,45
2020-04-03,4149,601,3834,34,4,46
2020-04-04,4731,582,4355,43,9,52
2020-04-05,5389,658,4989,45,2,22
2020-04-06,6343,954,5890,47,2,51
2020-04-07,7497,1154,6945,58,11,88
2020-04-08,8672,1175,8029,63,5,86
2020-04-09,10131,1459,9357,76,13,118
2020-04-10,11917,1786,11028,94,18,97
2020-04-11,13584,1667,12433,106,12,250
2020-04-12,15770,2186,14349,130,24,246
2020-04-13,18328,2558,16710,148,18,179
2020-04-14,21102,2774,19238,170,22,224
2020-04-15,24490,3388,22306,198,28,292
2020-04-16,27938,3448,25402,232,34,318
2020-04-17,32008,4070,29145,273,41,286
2020-04-18,36793,4785,33423,313,40,467
2020-04-19,42853,6060,39201,361,48,234
2020-04-20,47121,4268,43270,405,44,155
2020-04-21,52763,5642,48434,456,51,427
2020-04-22,57999,5236,53066,513,57,547
2020-04-23,62773,4774,57327,555,42,471
2020-04-24,68622,5849,62439,615,60,677
2020-04-25,74588,5966,67657,681,66,682
2020-04-26,80949,6361,73435,747,66,517
