time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-02-15,1,0,0,0,0,0
2020-02-16,1,0,0,0,0,0
2020-02-17,1,0,0,0,0,0
2020-02-18,1,0,0,0,0,0
2020-02-19,1,0,0,0,0,0
2020-02-20,1,0,0,0,0,0
2020-02-21,1,0,0,0,0,0
2020-02-22,1,0,0,0,0,0
2020-02-23,1,0,0,0,0,0
2020-02-24,1,0,0,0,0,0
2020-02-25,1,0,0,0,0,0
2020-02-26,2,1,1,0,0,0
2020-02-27,2,0,1,0,0,0
2020-02-28,3,1,2,0,0,0
2020-02-29,3,0,2,0,0,0
2020-03-01,6,3,5,0,0,0
2020-03-02,7,1,6,0,0,0
2020-03-03,7,0,6,0,0,0
2020-03-04,7,0,6,0,0,0
2020-03-05,12,5,11,0,0,0
2020-03-06,15,3,14,0,0,0
2020-03-07,19,4,18,0,0,0
2020-03-08,25,6,24,0,0,0
2020-03-09,33,8,32,0,0,0
2020-03-10,40,7,39,0,0,0
2020-03-11,65,25,64,0,0,0
2020-03-12,109,44,108,0,0,0
2020-03-13,155,46,154,0,0,0
2020-03-14,225,70,215,0,0,9
2020-03-15,244,19,234,0,0,0
2020-03-16,278,34,268,0,0,0
2020-03-17,322,44,312,0,0,0
2020-03-18,359,37,349,0,0,0
2020-03-19,400,41,390,0,0,0
2020-03-20,450,50,440,0,0,0
2020-03-21,523,73,512,1,1,0
2020-03-22,626,103,615,1,0,0
2020-03-23,700,74,689,1,0,0
2020-03-24,792,92,781,1,0,0
2020-03-25,880,88,867,3,2,0
2020-03-26,958,78,943,5,2,0
2020-03-27,1041,83,1024,7,2,0
2020-03-28,1167,126,1148,9,2,0
2020-03-29,1240,73,1219,11,2,0
2020-03-30,1352,112,1329,13,2,0
2020-03-31,1418,66,1391,17,4,0
2020-04-01,1446,28,1419,17,0,0
2020-04-02,1518,72,1199,19,2,290
2020-04-03,1615,97,1295,20,1,0
2020-04-04,1882,267,1557,25,5,0
2020-04-05,1927,45,1599,28,3,0
2020-04-06,2176,249,1849,27,-1,0
2020-04-07,2308,132,1974,34,7,0
2020-04-08,2487,179,2147,40,6,0
2020-04-09,2605,118,2263,42,2,0
2020-04-10,2769,164,2421,48,6,0
2020-04-11,2905,136,2556,49,1,0
2020-04-12,2974,69,2618,56,7,0
2020-04-13,3064,90,2705,59,3,0
2020-04-14,3161,97,2797,64,5,0
2020-04-15,3237,76,2865,72,8,0
2020-04-16,3369,132,1594,75,3,1400
2020-04-17,3489,120,1707,82,7,0
2020-04-18,3681,192,1891,90,8,0
2020-04-19,3783,102,1989,94,4,0
2020-04-20,3868,85,1770,98,4,300
2020-04-21,4014,146,1873,141,43,0
2020-04-22,4129,115,1980,149,8,0
2020-04-23,4284,155,2112,172,23,0
2020-04-24,4395,111,1718,177,5,500
2020-04-25,4475,80,1789,186,9,0
2020-04-26,4576,101,1886,190,4,0
2020-04-27,4695,119,2002,193,3,0
2020-04-28,4740,45,1741,199,6,300
2020-04-29,4906,166,1900,206,7,0
2020-04-30,4995,89,1784,211,5,200
2020-05-01,5051,56,1833,218,7,0
2020-05-02,5176,125,1956,220,2,0
2020-05-03,5254,78,2024,230,10,0
2020-05-04,5327,73,1587,240,10,500
2020-05-05,5412,85,1666,246,6,0
2020-05-06,5573,161,1821,252,6,0
2020-05-07,5673,100,1918,255,3,0
2020-05-08,5738,65,1478,260,5,500
2020-05-09,5880,142,1615,265,5,0
2020-05-10,5962,82,1695,267,2,0
2020-05-11,5984,22,1713,271,4,0
2020-05-12,6003,19,1428,275,4,300
2020-05-13,6054,51,1470,284,9,0
2020-05-14,6145,91,1558,287,3,0
2020-05-15,6228,83,935,293,6,700
2020-05-16,6286,58,989,297,4,0
2020-05-17,6347,61,1049,298,1,0
2020-05-18,6380,33,1080,300,2,0
2020-05-19,6399,19,1098,301,1,0
2020-05-20,6443,44,1339,304,3,-200
2020-05-21,6493,50,1387,306,2,0
2020-05-22,6537,44,1431,306,0,0
2020-05-23,6568,31,1462,306,0,0
2020-05-24,6579,11,1472,307,1,0
2020-05-25,6599,20,1191,308,1,300
2020-05-26,6628,29,1216,312,4,0
2020-05-27,6692,64,1279,313,1,0
2020-05-28,6743,51,930,313,0,400
2020-05-29,6776,33,962,314,1,0
2020-05-30,6826,50,1010,316,2,0
2020-05-31,6859,33,1041,318,2,0
2020-06-01,6885,26,1067,318,0,0
2020-06-02,6887,2,1067,320,2,0
2020-06-03,6911,24,1090,321,1,0
2020-06-04,6911,0,789,322,1,300
2020-06-05,6941,30,819,322,0,0
2020-06-06,6964,23,842,322,0,0
2020-06-07,6981,17,858,323,1,0
2020-06-08,7001,20,878,323,0,0
2020-06-09,7025,24,901,324,1,0
2020-06-10,7040,15,916,324,0,0
2020-06-11,7064,24,539,325,1,400
2020-06-12,7073,9,548,325,0,0
2020-06-13,7087,14,562,325,0,0
2020-06-14,7104,17,578,326,1,0
2020-06-15,7108,4,582,326,0,0
2020-06-16,7112,4,586,326,0,0
2020-06-17,7117,5,591,326,0,0
2020-06-18,7119,2,593,326,0,0
2020-06-19,7133,14,607,326,0,0
2020-06-20,7142,9,616,326,0,0
2020-06-21,7143,1,617,326,0,0
2020-06-22,7144,1,417,327,1,200
2020-06-23,7155,11,428,327,0,0
2020-06-24,7167,12,240,327,0,200
2020-06-25,7172,5,245,327,0,0
